entityId,code,title,classKind,depthInKind,chapterNo,parentEntityId
900001994,BC0Z,"Heart valve diseases, unspecified",category,1,11,1121431779
291726710,BC20,"Chronic rheumatic heart diseases, not elsewhere classified",category,1,11,426429380
593565106,BC20.0,"Rheumatic diseases of endocardium, valve unspecified",category,2,11,291726710
900001995,BC20.Y,Other specified chronic rheumatic heart disease,category,2,11,291726710
900001996,BC20.Z,"Chronic rheumatic heart disease, unspecified",category,2,11,291726710
2135151223,,Diseases of the myocardium or cardiac chambers,block,1,11,426429380
331846068,BC40,Acquired atrial abnormality,category,1,11,2135151223
946370816,BC40.0,Acquired interatrial communication,category,2,11,331846068
900001997,BC40.Y,Other specified acquired atrial abnormality,category,2,11,331846068
900001998,BC40.Z,"Acquired atrial abnormality, unspecified",category,2,11,331846068
678320952,BC41,Acquired ventricular abnormality,category,1,11,2135151223
1064260943,BC41.0,Acquired interventricular communication,category,2,11,678320952
900001999,BC41.Y,Other specified acquired ventricular abnormality,category,2,11,678320952
900002000,BC41.Z,"Acquired ventricular abnormality, unspecified",category,2,11,678320952
1018829714,BC42,Myocarditis,category,1,11,2135151223
507103735,BC42.0,Giant cell myocarditis,category,2,11,1018829714
654702340,BC42.1,Infectious myocarditis,category,2,11,1018829714
840238105,BC42.2,Hypersensitivity myocarditis,category,2,11,1018829714
1177212968,BC42.3,Rheumatic myocarditis,category,2,11,1018829714
900002001,BC42.Y,Other specific myocarditis,category,2,11,1018829714
900002002,BC42.Z,"Myocarditis, unspecified",category,2,11,1018829714
282225286,BC43,Cardiomyopathy,category,1,11,2135151223
1916294688,BC43.0,Dilated cardiomyopathy,category,2,11,282225286
423719003,BC43.00,Familial-genetic dilated cardiomyopathy,category,3,11,1916294688
1782708952,BC43.01,Nonfamilial dilated cardiomyopathy,category,3,11,1916294688
900002003,BC43.0Z,"Dilated cardiomyopathy, unspecified",category,3,11,1916294688
1830681485,BC43.1,Hypertrophic cardiomyopathy,category,2,11,282225286
1408928442,BC43.10,Familial-genetic hypertrophic cardiomyopathy,category,3,11,1830681485
979100194,BC43.11,Non-obstructive hypertrophic cardiomyopathy,category,3,11,1830681485
393452470,BC43.12,Obstructive hypertrophic cardiomyopathy,category,3,11,1830681485
900002004,BC43.1Y,Other specified hypertrophic cardiomyopathy,category,3,11,1830681485
900002005,BC43.1Z,"Hypertrophic cardiomyopathy, unspecified",category,3,11,1830681485
316495940,BC43.2,Restrictive cardiomyopathy,category,2,11,282225286
2097520643,BC43.20,Nonfamilial restrictive cardiomyopathy,category,3,11,316495940
900002006,BC43.2Y,Other specified restrictive cardiomyopathy,category,3,11,316495940
900002007,BC43.2Z,"Restrictive cardiomyopathy, unspecified",category,3,11,316495940
1971033419,BC43.3,Endocardial fibroelastosis,category,2,11,282225286
30852532,BC43.4,Cardiomyopathy due to drugs or other external agents,category,2,11,282225286
478139552,BC43.5,Stress-induced cardiomyopathy,category,2,11,282225286
702771512,BC43.6,Arrhythmogenic ventricular cardiomyopathy,category,2,11,282225286
848543944,BC43.7,Diabetic cardiomyopathy,category,2,11,282225286
900002008,BC43.Y,Other specified cardiomyopathy,category,2,11,282225286
900002009,BC43.Z,"Cardiomyopathy, unspecified",category,2,11,282225286
226977635,BC44,Noncompaction cardiomyopathy,category,1,11,2135151223
273368763,BC45,Cardiomegaly,category,1,11,2135151223
386434514,BC46,Intracardiac thrombosis,category,1,11,2135151223
900002010,BC4Y,Other specified diseases of the myocardium or cardiac chambers,category,1,11,2135151223
900002011,BC4Z,"Diseases of the myocardium or cardiac chambers, unspecified",category,1,11,2135151223
1457291912,,Cardiac arrhythmia,block,1,11,426429380
1661573494,BC60,Atrial premature depolarization,category,1,11,1457291912
396675465,BC61,Junctional premature depolarization,category,1,11,1457291912
109261437,BC62,Accessory pathway,category,1,11,1457291912
486643502,BC63,Conduction disorders,category,1,11,1457291912
1438248929,BC63.0,"Atrioventricular block, first degree",category,2,11,486643502
821174901,BC63.1,"Atrioventricular block, second degree",category,2,11,486643502
1765614815,BC63.10,High-grade second degree atrioventricular block,category,3,11,821174901
900002012,BC63.1Y,"Other specified atrioventricular block, second degree",category,3,11,821174901
900002013,BC63.1Z,"Atrioventricular block, second degree, unspecified",category,3,11,821174901
1147105932,BC63.2,Complete atrioventricular block,category,2,11,486643502
1890698277,BC63.20,Congenital complete atrioventricular block,category,3,11,1147105932
1332488534,BC63.21,Acquired complete atrioventricular block,category,3,11,1147105932
900002014,BC63.2Z,"Complete atrioventricular block, unspecified",category,3,11,1147105932
1434611572,BC63.3,Right bundle branch block,category,2,11,486643502
1553795531,BC63.4,Left bundle branch block,category,2,11,486643502
1392127114,BC63.40,Left anterior fascicular block,category,3,11,1553795531
934404384,BC63.41,Left posterior fascicular block,category,3,11,1553795531
900002015,BC63.4Z,"Left bundle branch block, fascicle unspecified",category,3,11,1553795531
1308812299,BC63.5,Nonspecific intraventricular conduction delay,category,2,11,486643502
900002016,BC63.Y,Other specified conduction disorders,category,2,11,486643502
900002017,BC63.Z,"Conduction disorders, unspecified",category,2,11,486643502
1833795233,BC64,Sudden arrhythmic death syndrome,category,1,11,1457291912
1524522975,BC65,Cardiac arrhythmia associated with genetic disorder,category,1,11,1457291912
1208831985,BC65.0,Long QT syndrome,category,2,11,1524522975
1250136584,BC65.1,Brugada syndrome,category,2,11,1524522975
553392015,BC65.2,Short QT syndrome,category,2,11,1524522975
2074158666,BC65.3,Early repolarisation syndrome,category,2,11,1524522975
508776291,BC65.4,Idiopathic ventricular fibrillation,category,2,11,1524522975
976309888,BC65.5,Catecholaminergic polymorphic ventricular tachycardia,category,2,11,1524522975
900002018,BC65.Y,Other specified cardiac arrhythmia associated with genetic disorder,category,2,11,1524522975
900002019,BC65.Z,"Cardiac arrhythmia associated with genetic disorder, unspecified",category,2,11,1524522975
1694741164,,Ventricular rhythm disturbance,block,2,11,1457291912
1928266781,BC70,Ventricular premature depolarization,category,1,11,1694741164
1612630748,BC71,Ventricular tachyarrhythmia,category,1,11,1694741164
1171837620,BC71.0,Ventricular tachycardia,category,2,11,1612630748
1417966174,BC71.00,Right outflow tract ventricular tachycardia,category,3,11,1171837620
16452928,BC71.01,Polymorphic ventricular tachycardia,category,3,11,1171837620
1074183247,BC71.02,Sustained ventricular tachycardia,category,3,11,1171837620
609527868,BC71.03,Non-sustained ventricular tachycardia,category,3,11,1171837620
900002020,BC71.0Y,Other specified ventricular tachycardia,category,3,11,1171837620
900002021,BC71.0Z,"Ventricular tachycardia, unspecified",category,3,11,1171837620
1662472992,BC71.1,Ventricular fibrillation,category,2,11,1612630748
1413369823,BC71.2,Re-entry ventricular arrhythmia,category,2,11,1612630748
900002022,BC71.Y,Other specified ventricular tachyarrhythmia,category,2,11,1612630748
900002023,BC71.Z,"Ventricular tachyarrhythmia, unspecified",category,2,11,1612630748
900002024,BC7Y,Other specified ventricular rhythm disturbance,category,1,11,1694741164
900002025,BC7Z,"Ventricular rhythm disturbance, unspecified",category,1,11,1694741164
1377295685,,Supraventricular rhythm disturbance,block,2,11,1457291912
820469693,BC80,Supraventricular bradyarrhythmia,category,1,11,1377295685
800198008,BC80.0,Sinus pause,category,2,11,820469693
335965816,BC80.1,Sinus bradycardia,category,2,11,820469693
2117800107,BC80.2,Sinus node dysfunction,category,2,11,820469693
1682594333,BC80.20,Sick sinus syndrome,category,3,11,2117800107
884453307,BC80.21,Sinoatrial block,category,3,11,2117800107
900002026,BC80.2Y,Other specified sinus node dysfunction,category,3,11,2117800107
900002027,BC80.2Z,"Sinus node dysfunction, unspecified",category,3,11,2117800107
900002028,BC80.Y,Other specified supraventricular bradyarrhythmia,category,2,11,820469693
900002029,BC80.Z,"Supraventricular bradyarrhythmia, unspecified",category,2,11,820469693
113146812,BC81,Supraventricular tachyarrhythmia,category,1,11,1377295685
639051154,BC81.0,Ectopic atrial tachycardia,category,2,11,113146812
962827983,BC81.1,Junctional ectopic tachycardia,category,2,11,113146812
337572245,BC81.2,Macro reentrant atrial tachycardia,category,2,11,113146812
1034471684,BC81.20,Cavotricuspid isthmus dependent macroreentry tachycardia,category,3,11,337572245
649668501,BC81.21,"Non-scar, non-isthmus dependent macro reentrant atrial tachycardia",category,3,11,337572245
777176937,BC81.22,Scar mediated macro reentrant atrial tachycardia,category,3,11,337572245
900002030,BC81.2Y,Other specified macro reentrant atrial tachycardia,category,3,11,337572245
900002031,BC81.2Z,"Macro reentrant atrial tachycardia, unspecified",category,3,11,337572245
171698302,BC81.3,Atrial fibrillation,category,2,11,113146812
542703670,BC81.30,Paroxysmal atrial fibrillation,category,3,11,171698302
519924384,BC81.31,Persistent atrial fibrillation,category,3,11,171698302
1486511938,BC81.32,Permanent atrial fibrillation,category,3,11,171698302
1997938580,BC81.33,Preexcited atrial fibrillation,category,3,11,171698302
900002032,BC81.3Y,Other specified atrial fibrillation,category,3,11,171698302
900002033,BC81.3Z,"Atrial fibrillation, unspecified",category,3,11,171698302
1091030330,BC81.4,Wolff-Parkinson-White syndrome,category,2,11,113146812
1235759573,BC81.5,Sinus node reentrant tachycardia,category,2,11,113146812
1275202242,BC81.6,Inappropriate sinus tachycardia,category,2,11,113146812
874098110,BC81.7,Atrioventricular reciprocating tachycardia,category,2,11,113146812
672544800,BC81.70,"Atrioventricular reciprocating tachycardia, orthodromic",category,3,11,874098110
121754383,BC81.71,"Atrioventricular reciprocating tachycardia, antidromic",category,3,11,874098110
900002034,BC81.7Y,Other specified atrioventricular reciprocating tachycardia,category,3,11,874098110
900002035,BC81.7Z,"Atrioventricular reciprocating tachycardia, unspecified",category,3,11,874098110
250656689,BC81.8,Atrioventricular nodal reentry tachycardia,category,2,11,113146812
900002036,BC81.Y,Other specified supraventricular tachyarrhythmia,category,2,11,113146812
900002037,BC81.Z,"Supraventricular tachyarrhythmia, unspecified",category,2,11,113146812
900002038,BC8Y,Other specified supraventricular rhythm disturbance,category,1,11,1377295685
900002039,BC8Z,"Supraventricular rhythm disturbance, unspecified",category,1,11,1377295685
1798038448,BC90,Rhythm disturbance at level of atrioventricular junction,category,1,11,1457291912
1136528654,BC91,Pacemaker or implantable cardioverter defibrillator battery at end of battery life,category,1,11,1457291912
900002040,BC9Y,Other specified cardiac arrhythmia,category,1,11,1457291912
900002041,BC9Z,"Cardiac arrhythmia, unspecified",category,1,11,1457291912
1458683894,,Heart failure,block,1,11,426429380
2136808878,BD10,Congestive heart failure,category,1,11,1458683894
437702716,BD11,Left ventricular failure,category,1,11,1458683894
1428007510,BD11.0,Left ventricular failure with preserved ejection fraction,category,2,11,437702716
572130061,BD11.1,Left ventricular failure with mid range ejection fraction,category,2,11,437702716
1653508908,BD11.2,Left ventricular failure with reduced ejection fraction,category,2,11,437702716
900002042,BD11.Z,"Left ventricular failure, unspecified",category,2,11,437702716
1754821737,BD12,High output syndromes,category,1,11,1458683894
1594578199,BD13,Right ventricular failure,category,1,11,1458683894
1992125824,BD14,Biventricular failure,category,1,11,1458683894
900002043,BD1Y,Other specified heart failure,category,1,11,1458683894
900002044,BD1Z,"Heart failure, unspecified",category,1,11,1458683894
1164983645,,Diseases of arteries or arterioles,block,1,11,426429380
1999156089,BD30,Acute arterial occlusion,category,1,11,1164983645
920186263,BD30.0,Acute upper limb arterial occlusion,category,2,11,1999156089
1953568729,BD30.00,Acute thromboembolic upper limb arterial occlusion,category,3,11,920186263
1432691847,BD30.01,Acute thrombotic upper limb arterial occlusion,category,3,11,920186263
900002045,BD30.0Y,Other specified acute upper limb arterial occlusion,category,3,11,920186263
900002046,BD30.0Z,"Acute upper limb arterial occlusion, unspecified",category,3,11,920186263
151322852,BD30.1,Acute aortoiliac occlusion,category,2,11,1999156089
1704430258,BD30.10,Acute thromboembolic aortoiliac occlusion,category,3,11,151322852
947384862,BD30.11,Acute thrombotic aortoiliac occlusion,category,3,11,151322852
900002047,BD30.1Y,Other specified acute aortoiliac occlusion,category,3,11,151322852
900002048,BD30.1Z,"Acute aortoiliac occlusion, unspecified",category,3,11,151322852
1050026394,BD30.2,Acute lower limb arterial occlusion,category,2,11,1999156089
289069645,BD30.20,Acute thromboembolic lower limb arterial occlusion,category,3,11,1050026394
452206713,BD30.21,Acute thrombotic lower limb arterial occlusion,category,3,11,1050026394
900002049,BD30.2Y,Other specified acute lower limb arterial occlusion,category,3,11,1050026394
900002050,BD30.2Z,"Acute lower limb arterial occlusion, unspecified",category,3,11,1050026394
900002051,BD30.Y,Other specified acute arterial occlusion,category,2,11,1999156089
900002052,BD30.Z,"Acute arterial occlusion, unspecified",category,2,11,1999156089
1821859817,,Chronic arterial occlusive disease,block,2,11,1164983645
109367356,BD40,Atherosclerotic chronic arterial occlusive disease,category,1,11,1821859817
897545836,BD40.0,Lower limb atherosclerosis,category,2,11,109367356
1600740300,BD40.1,Atherosclerosis of aorta,category,2,11,109367356
975345242,BD40.2,Atherosclerosis of renal artery,category,2,11,109367356
2027292232,BD40.3,Aortic bifurcation syndrome,category,2,11,109367356
900002053,BD40.Y,Other specified atherosclerotic chronic arterial occlusive disease,category,2,11,109367356
900002054,BD40.Z,"Atherosclerotic chronic arterial occlusive disease, unspecified",category,2,11,109367356
75447191,BD41,Non-atherosclerotic chronic arterial occlusive disease,category,1,11,1821859817
280853107,BD41.0,Arterial fibromuscular dysplasia,category,2,11,75447191
900002055,BD41.Y,Other specified non-atherosclerotic chronic arterial occlusive disease,category,2,11,75447191
900002056,BD41.Z,"Non-atherosclerotic chronic arterial occlusive disease, unspecified",category,2,11,75447191
2038606821,BD42,Raynaud phenomenon,category,1,11,1821859817
1592720372,BD42.0,Primary Raynaud disease,category,2,11,2038606821
1629027778,BD42.1,Secondary Raynaud phenomenon,category,2,11,2038606821
900002057,BD42.Z,"Raynaud phenomenon, unspecified",category,2,11,2038606821
900002058,BD4Y,Other specified chronic arterial occlusive disease,category,1,11,1821859817
900002059,BD4Z,"Chronic arterial occlusive disease, unspecified",category,1,11,1821859817
1674517934,BD50,Aortic aneurysm or dissection,category,1,11,1164983645
1938903985,BD50.0,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch",category,2,11,1674517934
2021533373,BD50.00,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with perforation",category,3,11,1938903985
1756675851,BD50.01,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with rupture",category,3,11,1938903985
900002060,BD50.0Z,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch, without mention of perforation or rupture",category,3,11,1938903985
1360167380,BD50.1,Ascending aorta dissection not beyond arch,category,2,11,1674517934
645367486,BD50.10,Ascending aorta dissection not beyond arch with perforation,category,3,11,1360167380
1022152488,BD50.11,Ascending aorta dissection not beyond arch with rupture,category,3,11,1360167380
900002061,BD50.1Z,"Ascending aorta dissection not beyond arch, without mention of perforation or rupture",category,3,11,1360167380
1719771306,BD50.2,Descending aorta dissection and distal propagation,category,2,11,1674517934
1018070982,BD50.20,Descending aorta dissection and distal propagation with perforation,category,3,11,1719771306
1942832477,BD50.21,Descending aorta dissection and distal propagation with rupture,category,3,11,1719771306
900002062,BD50.2Y,Other specified descending aorta dissection and distal propagation,category,3,11,1719771306
900002063,BD50.2Z,"Descending aorta dissection and distal propagation, unspecified",category,3,11,1719771306
1383534118,BD50.3,Thoracic aortic aneurysm,category,2,11,1674517934
308552628,BD50.30,Thoracic aortic aneurysm with perforation,category,3,11,1383534118
1238851281,BD50.31,Thoracic aortic aneurysm with rupture,category,3,11,1383534118
900002064,BD50.3Z,"Thoracic aortic aneurysm, without mention of perforation or rupture",category,3,11,1383534118
1154633768,BD50.4,Abdominal aortic aneurysm,category,2,11,1674517934
1392255323,BD50.40,Abdominal aortic aneurysm with perforation,category,3,11,1154633768
926729140,BD50.41,Abdominal aortic aneurysm with rupture,category,3,11,1154633768
900002065,BD50.4Z,"Abdominal aortic aneurysm, without mention of perforation or rupture",category,3,11,1154633768
1429523789,BD50.5,Thoracoabdominal aortic aneurysm,category,2,11,1674517934
1179958923,BD50.50,Thoracoabdominal aortic aneurysm with perforation,category,3,11,1429523789
563715506,BD50.51,Thoracoabdominal aortic aneurysm with rupture,category,3,11,1429523789
900002066,BD50.5Z,"Thoracoabdominal aortic aneurysm, without mention of perforation or rupture",category,3,11,1429523789
900002067,BD50.Z,"Aortic aneurysm or dissection, unspecified",category,2,11,1674517934
392318289,BD51,"Arterial aneurysm or dissection, excluding aorta",category,1,11,1164983645
1108751219,BD51.0,Aneurysm or dissection of carotid artery,category,2,11,392318289
1866555632,BD51.1,Aneurysm or dissection of vertebral artery,category,2,11,392318289
1881176915,BD51.2,Aneurysm or dissection of other precerebral arteries,category,2,11,392318289
660471527,BD51.3,Aneurysm or dissection of artery of upper extremity,category,2,11,392318289
1408282138,BD51.4,Aneurysm or dissection of renal artery,category,2,11,392318289
918250380,BD51.5,Aneurysm or dissection of iliac artery,category,2,11,392318289
1163259928,BD51.6,Aneurysm or dissection of artery of lower extremity,category,2,11,392318289
900002068,BD51.Y,"Aneurysm or dissection of other artery, excluding aorta",category,2,11,392318289
900002069,BD51.Z,Aneurysm or dissection of unspecified artery,category,2,11,392318289
1969898416,BD52,Certain specified disorders of arteries or arterioles,category,1,11,1164983645
1160127418,BD52.0,Segmental arterial mediolysis,category,2,11,1969898416
1678781070,BD52.1,"Arteriovenous fistula, acquired",category,2,11,1969898416
22800152,BD52.2,Stricture of artery,category,2,11,1969898416
1979103207,BD52.3,Rupture of artery,category,2,11,1969898416
102245491,BD52.4,Necrosis of artery,category,2,11,1969898416
1666443751,BD52.5,Coeliac artery compression syndrome,category,2,11,1969898416
330711530,BD52.6,Congenital great vessel related acquired abnormality,category,2,11,1969898416
2068634895,BD52.7,Certain acquired abnormalities of aorta,category,2,11,1969898416
1289747569,BD52.70,Acquired abnormality of aortic arch branch,category,3,11,2068634895
331905400,BD52.71,Acquired ascending aorta or root dilation,category,3,11,2068634895
900002070,BD52.7Y,Other specified acquired abnormalities of aorta,category,3,11,2068634895
900002071,BD52.7Z,"Acquired abnormalities of aorta, unspecified",category,3,11,2068634895
1833474936,BD53,Secondary disorders of arteries or arterioles,category,1,11,1164983645
32978551,BD53.0,Arterial cystic medial diseases,category,2,11,1833474936
350733678,BD53.1,Hypothenar hammer syndrome,category,2,11,1833474936
2087708304,BD53.2,Iliac artery arteriopathy,category,2,11,1833474936
912529161,BD53.3,Popliteal entrapment syndrome,category,2,11,1833474936
1159817088,BD53.4,Cholesterol atheroembolism,category,2,11,1833474936
1376379063,BD53.40,Cholesterol atheroembolism to kidneys,category,3,11,1159817088
900002072,BD53.4Y,Cholesterol atheroembolism to other specified sites,category,3,11,1159817088
900002073,BD53.4Z,Cholesterol atheroembolism to unspecified site,category,3,11,1159817088
900002074,BD53.Y,Other specified secondary disorders of arteries or arterioles,category,2,11,1833474936
900002075,BD53.Z,"Secondary disorders of arteries or arterioles, unspecified",category,2,11,1833474936
74527684,BD54,Diabetic foot ulcer,category,1,11,1164983645
860460764,BD55,Asymptomatic stenosis of intracranial or extracranial artery,category,1,11,1164983645
723758842,BD56,Asymptomatic occlusion of intracranial or extracranial artery,category,1,11,1164983645
900002076,BD5Y,Other specified diseases of arteries or arterioles,category,1,11,1164983645
900002077,BD5Z,"Diseases of arteries or arterioles, unspecified",category,1,11,1164983645
723430526,,Diseases of veins,block,1,11,426429380
708418764,BD70,Superficial thrombophlebitis,category,1,11,723430526
1342264365,BD70.0,Superficial thrombophlebitis of lower limbs,category,2,11,708418764
115152826,BD70.1,Superficial thrombophlebitis of upper limbs,category,2,11,708418764
674623750,BD70.2,Thrombophlebitis migrans,category,2,11,708418764
1274367546,BD70.3,Mondor disease,category,2,11,708418764
900002078,BD70.Y,Other specified superficial thrombophlebitis,category,2,11,708418764
900002079,BD70.Z,"Superficial thrombophlebitis, unspecified",category,2,11,708418764
925320484,BD71,Deep vein thrombosis,category,1,11,723430526
1828429794,BD71.0,Upper limb deep vein thrombosis,category,2,11,925320484
2000974704,BD71.1,Vena caval thrombosis,category,2,11,925320484
1087853070,BD71.2,Renal vein thrombosis,category,2,11,925320484
2045471995,BD71.3,Iliac vein thrombosis,category,2,11,925320484
615253204,BD71.4,Lower limb deep vein thrombosis,category,2,11,925320484
900002080,BD71.Y,Other specified deep vein thrombosis,category,2,11,925320484
1197943614,BD72,Venous thromboembolism,category,1,11,723430526
1252082051,BD73,Acquired systemic vein abnormality,category,1,11,723430526
2079767528,BD73.0,Acquired inferior caval vein abnormality,category,2,11,1252082051
1281727130,BD73.1,Acquired superior caval vein abnormality,category,2,11,1252082051
1860585725,BD73.2,Systemic vein obstruction,category,2,11,1252082051
1615419254,BD73.20,Obstruction of peripheral vein,category,3,11,1860585725
1379959665,BD73.21,Obstruction of visceral vein,category,3,11,1860585725
900002081,BD73.2Y,Other specified systemic vein obstruction,category,3,11,1860585725
900002082,BD73.2Z,"Systemic vein obstruction, unspecified",category,3,11,1860585725
1058599062,BD73.3,Acquired coronary sinus abnormality,category,2,11,1252082051
900002083,BD73.Y,Other specified acquired systemic vein abnormality,category,2,11,1252082051
900002084,BD73.Z,"Acquired systemic vein abnormality, unspecified",category,2,11,1252082051
2057222152,BD74,Chronic peripheral venous insufficiency of lower extremities,category,1,11,723430526
690346904,BD74.0,Uncomplicated lower limb venous hypertension,category,2,11,2057222152
574933822,BD74.1,Lower limb varicose veins,category,2,11,2057222152
1929651751,BD74.10,Varicose veins with great saphenous reflux,category,3,11,574933822
1150748505,BD74.11,Varicose veins with small saphenous reflux,category,3,11,574933822
1819317628,BD74.12,Varicose veins with non-truncal reflux,category,3,11,574933822
900002085,BD74.1Z,"Lower limb varicose veins, not further specified",category,3,11,574933822
473315619,BD74.2,Lipodermatosclerosis,category,2,11,2057222152
9691905,BD74.3,Venous leg ulcer,category,2,11,2057222152
2127568723,BD74.30,Primary venous leg ulcer,category,3,11,9691905
1289341782,BD74.31,Recurrent venous leg ulcer,category,3,11,9691905
1726515219,BD74.32,Healed venous leg ulcer,category,3,11,9691905
900002086,BD74.3Z,"Venous leg ulcer, unspecified",category,3,11,9691905
900002087,BD74.Z,"Chronic peripheral venous insufficiency of lower extremities, unspecified",category,2,11,2057222152
1078773185,BD75,Venous varicosities of sites other than lower extremity,category,1,11,723430526
2004938222,BD75.0,Sublingual varices,category,2,11,1078773185
315302008,BD75.1,Scrotal varices,category,2,11,1078773185
53329171,BD75.2,Vulval varices,category,2,11,1078773185
1717989511,BD75.3,Pelvic varices,category,2,11,1078773185
900002088,BD75.Y,Venous varicosities of other specified sites,category,2,11,1078773185
900002089,BD75.Z,Venous varicosities of unspecified site,category,2,11,1078773185
900002090,BD7Y,Other specified diseases of veins,category,1,11,723430526
900002091,BD7Z,"Diseases of veins, unspecified",category,1,11,723430526
1025888387,,Disorders of lymphatic vessels or lymph nodes,block,1,11,426429380
1483611415,BD90,Lymphadenitis,category,1,11,1025888387
1542124704,BD90.0,Acute lymphadenitis,category,2,11,1483611415
637335249,BD90.1,Nonspecific mesenteric lymphadenitis,category,2,11,1483611415
1085750085,BD90.2,Chronic lymphadenitis,category,2,11,1483611415
1230048344,BD90.20,Chronic cervical lymphadenitis,category,3,11,1085750085
1472245426,BD90.21,Chronic axillary lymphadenitis,category,3,11,1085750085
1764134138,BD90.22,Chronic inguinal lymphadenitis,category,3,11,1085750085
900002092,BD90.2Y,Other specified chronic lymphadenitis,category,3,11,1085750085
900002093,BD90.2Z,"Chronic lymphadenitis, unspecified",category,3,11,1085750085
900002094,BD90.Y,Other specified lymphadenitis,category,2,11,1483611415
900002095,BD90.Z,"Lymphadenitis, unspecified",category,2,11,1483611415
1548743622,BD91,Lymphangitis,category,1,11,1025888387
1288921750,BD92,Lymphangiectasia,category,1,11,1025888387
1255239964,BD92.0,Intestinal lymphangiectasia,category,2,11,1288921750
1069506161,BD92.1,Cutaneous lymphangiectasia,category,2,11,1288921750
900002096,BD92.Z,"Lymphangiectasia, unspecified",category,2,11,1288921750
956579408,BD93,Lymphoedema,category,1,11,1025888387
794588197,BD93.0,Primary lymphoedema,category,2,11,956579408
643334575,BD93.1,Secondary lymphoedema,category,2,11,956579408
1041958231,BD93.10,Lymphoedema due to venous insufficiency,category,3,11,643334575
721292612,BD93.11,Lymphoedema due to dependency and immobility,category,3,11,643334575
11820475,BD93.12,Lymphoedema due to obesity,category,3,11,643334575
1045980161,BD93.13,Lymphoedema due to lymphatic filariasis,category,3,11,643334575
875271605,BD93.14,Lymphoedema due to podoconiosis,category,3,11,643334575
2097354238,BD93.15,Lymphoedema due to malignant infiltration,category,3,11,643334575
900002097,BD93.1Y,Lymphoedema secondary to other specified cause,category,3,11,643334575
900002098,BD93.1Z,"Secondary lymphoedema, unspecified",category,3,11,643334575
900002099,BD93.Y,Other specified forms of lymphoedema,category,2,11,956579408
900002100,BD93.Z,"Lymphoedema, unspecified",category,2,11,956579408
900002101,BD9Y,Other specified disorders of lymphatic vessels or lymph nodes,category,1,11,1025888387
900002102,BD9Z,"Disorders of lymphatic vessels or lymph nodes, unspecified",category,1,11,1025888387
1925333068,,Postprocedural disorders of circulatory system,block,1,11,426429380
2070021724,BE10,Postcardiotomy syndrome,category,1,11,1925333068
506055626,BE11,Other functional disturbances following cardiac surgery,category,1,11,1925333068
1230622377,BE12,Postprocedural valve disorders,category,1,11,1925333068
1892669517,BE12.0,Postprocedural mitral valve stenosis,category,2,11,1230622377
1558386083,BE12.1,Postprocedural mitral valve insufficiency,category,2,11,1230622377
1571995415,BE12.2,Postprocedural aortic valve stenosis,category,2,11,1230622377
1062361894,BE12.3,Postprocedural aortic valve insufficiency,category,2,11,1230622377
349106170,BE12.4,Postprocedural tricuspid valve stenosis,category,2,11,1230622377
478159863,BE12.5,Postprocedural tricuspid valve insufficiency,category,2,11,1230622377
617135915,BE12.6,Postprocedural pulmonary valve stenosis,category,2,11,1230622377
912798978,BE12.7,Postprocedural pulmonary valve insufficiency,category,2,11,1230622377
769391513,BE13,Postprocedural true or false aortic aneurysm,category,1,11,1925333068
462903049,BE14,Postprocedural disorder of circulatory system following repair of congenital heart or great vessel anomaly,category,1,11,1925333068
1155690707,BE14.4,Acquired abnormality of the neopulmonary valve,category,2,11,462903049
49739825,BE14.40,Neopulmonary valve stenosis,category,3,11,1155690707
544549460,BE14.41,Neopulmonary valve regurgitation,category,3,11,1155690707
1124072935,BE14.5,Postprocedural right-sided atrioventricular valvar abnormality in double-inlet ventricle,category,2,11,462903049
493824282,BE14.6,Postprocedural left-sided atrioventricular valvar abnormality in double-inlet ventricle,category,2,11,462903049
1393271005,BE14.7,Postprocedural common atrioventricular valvar abnormality in double-inlet ventricle,category,2,11,462903049
1606590438,BE14.8,Postprocedural ventricular septal defect disorder,category,2,11,462903049
609966086,BE14.9,Postprocedural aortic disorder related to congenital heart anomaly,category,2,11,462903049
175640896,BE14.A,Postprocedural arterial duct disorder,category,2,11,462903049
1823285225,BE14.B,Postprocedural disorder following cardiovascular conduit or shunt procedure,category,2,11,462903049
1279300101,BE15,Postprocedural pulmonary arterial tree disorder,category,1,11,1925333068
1617715179,BE15.0,Postprocedural pulmonary trunk stenosis,category,2,11,1279300101
1122995598,BE15.1,Postprocedural right pulmonary artery stenosis,category,2,11,1279300101
194239843,BE16,Postprocedural pulmonary venous disorder,category,1,11,1925333068
408793276,BE17,Postprocedural residual or recurrent interatrial communication,category,1,11,1925333068
1250972227,BE19,Postprocedural ventricular abnormality,category,1,11,1925333068
764209567,BE1A,Cardiac transplant associated coronary allograft vasculopathy,category,1,11,1925333068
397229506,BE1B,Lymphoedema due to surgery or radiotherapy,category,1,11,1925333068
1787075383,BE1B.0,Postmastectomy lymphoedema syndrome,category,2,11,397229506
1726562463,BE1B.1,Lymphoedema due to other medical or surgical procedures,category,2,11,397229506
